country,year,choc_kg_per_capita,interpersonal_violence_deaths,drowing_deaths,drug_deaths,alzheimer_and_dementias_deaths,aids_vih_deaths,neoplasms_deaths,road_injuries_deaths,digestive_diseases_deaths,chronic_resp_diseases_deaths
South Korea,1995,0.245922220,938,2107,199,4593,27,57609,16259,20839,12506
South Korea,1996,0.255904880,980,2040,230,4871,37,59398,15783,20660,12692
South Korea,1997,0.314838260,1035,1962,247,5128,31,61462,14818,20351,12976
South Korea,1998,0.206543480,1097,1833,257,5397,40,63742,13664,20044,13372
South Korea,1999,0.285147280,1137,1635,236,5648,41,66042,12511,19444,13718
South Korea,2000,0.383235100,1188,1504,197,5930,45,67560,11567,18525,13752
South Korea,2001,0.353331700,1227,1342,169,6298,52,68214,10504,17491,13574
South Korea,2002,0.382362750,1246,1223,148,6740,78,69377,9784,16688,13480
South Korea,2003,0.392025700,1264,1142,134,7223,75,70417,9371,16002,13160
South Korea,2004,0.421654580,1277,1065,123,7671,81,71466,8835,15356,12789
South Korea,2005,0.422308830,1256,979,114,8181,92,72108,8362,14764,12433
South Korea,2006,0.561003860,1227,912,105,8716,99,73401,7960,14316,12131
South Korea,2007,0.651136300,1187,876,99,9338,118,75412,7777,14090,11964
South Korea,2008,0.484627750,1134,840,95,9963,117,77301,7648,14000,11788
South Korea,2009,0.515472700,1073,831,97,10586,124,79319,7562,14022,11645
South Korea,2010,0.000000000,1014,809,97,11276,149,81484,7402,14147,11733
Spain,1990,2.069633200,445,837,585,11872,2119,83062,9336,20287,22694
Spain,1991,2.078716500,414,803,718,12735,2765,84960,9108,20350,23295
Spain,1992,2.113388800,405,755,800,13557,3593,85862,8528,20093,23463
Spain,1993,2.267071000,408,713,848,14438,4336,87222,7951,20045,24062
Spain,1994,2.004108000,399,690,895,15274,5045,88488,7525,20059,24563
Spain,1995,2.277264400,397,667,928,16044,5826,90307,7279,20233,25523
Spain,1996,1.995632800,385,654,939,16777,5616,91743,7114,20483,26512
Spain,1997,2.089606000,401,638,957,17413,3218,91886,7072,20376,27039
Spain,1998,2.283652500,407,629,939,18127,2095,93671,7092,20752,28396
Spain,1999,2.275971200,427,619,912,18782,2025,95571,7055,21005,29517
Spain,2000,2.521293200,471,612,882,19317,1840,95045,6866,20720,28949
Spain,2001,2.417576300,492,604,860,20064,1762,95712,6645,20877,28926
Spain,2002,2.252881000,506,592,840,20801,1749,97068,6436,21315,29823
Spain,2003,2.387822900,529,605,824,21542,1732,99149,6232,21892,30647
Spain,2004,2.545122000,593,591,807,22041,1656,100015,5762,21841,30444
Spain,2005,2.949715000,477,574,798,22619,1534,101587,5379,21954,30879
Spain,2006,3.231759300,466,563,776,23256,1409,102950,4916,21750,30258
Spain,2007,2.842968200,436,554,771,24082,1394,105944,4528,21846,30740
Spain,2008,2.913407600,450,539,770,24929,1292,108593,4054,21799,30863
Spain,2009,2.693863000,423,519,739,25615,1143,110520,3604,21501,30756
Spain,2010,0.000000000,395,492,717,26240,1078,112037,3235,21188,30650
Sri Lanka,1990,0.241672650,1219,1257,143,1423,30,8430,2611,4683,9542
Sri Lanka,1991,0.271804570,1130,1135,112,1452,35,8251,2459,4619,9166
Sri Lanka,1992,0.362217040,1130,1092,94,1490,41,8437,2448,4742,9242
Sri Lanka,1993,0.211123760,1143,1011,80,1533,47,8616,2395,4818,9096
Sri Lanka,1994,0.220968020,1234,1065,76,1608,53,9155,2592,5130,9441
Sri Lanka,1995,0.230815230,1287,1133,65,1685,59,9672,2870,5459,9880
Sri Lanka,1996,0.250620750,1359,1216,80,1767,65,10328,3097,5850,10115
Sri Lanka,1997,0.270364140,1374,1310,152,1848,70,11374,3436,6405,10536
Sri Lanka,1998,0.290237400,1322,1233,181,1902,75,11563,3311,6456,10310
Sri Lanka,1999,0.290381970,1306,1234,201,1963,79,12034,3421,6696,10509
Sri Lanka,2000,0.291075350,1312,1277,215,2032,82,12375,3592,6965,10725
Sri Lanka,2001,0.281727370,1237,1193,201,2104,83,12205,3395,6867,10604
Sri Lanka,2002,0.262044730,1184,1120,193,2194,84,12259,3250,6744,10821
Sri Lanka,2003,0.222265940,1160,1124,186,2294,85,12573,3297,6746,11519
Sri Lanka,2004,0.243048460,1201,1086,180,2369,84,12887,3246,6485,11911
Sri Lanka,2005,0.223099010,1184,1200,175,2435,83,13273,3486,6275,12351
Sri Lanka,2006,0.253362920,1251,1119,156,2524,78,13582,3532,5881,12714
Sri Lanka,2007,0.252780900,1096,1070,157,2603,73,13898,3493,5645,12776
Sri Lanka,2008,0.241968200,1001,1068,142,2681,69,14363,3556,5481,12968
Sri Lanka,2009,0.241400400,881,983,119,2779,67,14688,3327,5137,12916
Sri Lanka,2010,0.000000000,789,930,110,2872,67,15052,3195,5004,12980
Suriname,1990,0.423992250,33,27,0,48,61,295,85,146,63
Suriname,1991,0.347486000,33,27,1,48,44,308,89,153,67
Suriname,1992,0.219721540,34,28,1,49,45,318,94,158,69
Suriname,1993,0.421606870,35,29,1,50,50,333,101,165,74
Suriname,1994,0.262101050,35,27,1,49,58,319,94,159,70
Suriname,1995,0.592040900,34,23,1,48,69,290,79,146,61
Suriname,1996,0.697098000,34,22,2,50,86,290,73,146,61
Suriname,1997,0.830921050,35,22,2,52,83,300,74,150,64
Suriname,1998,1.111024500,38,24,3,54,90,326,80,161,70
Suriname,1999,0.488873870,40,25,3,57,115,354,85,173,76
Suriname,2000,0.750692550,39,23,3,59,144,370,80,176,80
Suriname,2001,0.737543100,39,23,3,60,150,390,79,181,84
Suriname,2002,0.794063870,41,24,3,61,175,415,83,188,86
Suriname,2003,0.725010200,45,26,4,61,167,429,88,191,87
Suriname,2004,0.685542940,47,27,3,62,171,439,91,192,88
Suriname,2005,0.842650950,49,27,3,63,158,444,91,190,87
Suriname,2006,0.822262900,50,27,3,66,150,452,92,192,86
Suriname,2007,0.898366900,51,28,3,68,140,463,95,194,87
Suriname,2008,0.800559600,50,28,3,70,123,481,97,199,89
Suriname,2009,0.924451300,50,28,3,73,120,496,97,200,89
Suriname,2010,0.000000000,51,28,3,76,128,510,97,203,91
Sweden,1990,1.351672900,144,138,97,3733,68,21672,937,2894,2481
Sweden,1991,1.193161200,159,142,102,3889,83,21935,906,2955,2570
Sweden,1992,1.004365900,156,137,109,4028,90,22088,863,2993,2643
Sweden,1993,1.066664700,146,138,118,4155,97,22274,823,2998,2744
Sweden,1994,1.400442000,142,134,125,4255,120,22070,791,2940,2753
Sweden,1995,1.229542100,133,132,135,4382,138,22399,732,2959,2864
Sweden,1996,1.379903200,142,127,151,4463,116,22640,696,2960,2962
Sweden,1997,1.860739700,134,131,167,4479,54,22840,670,2937,3047
Sweden,1998,1.836709900,137,129,183,4467,37,23046,655,2971,3155
Sweden,1999,1.342289600,140,129,204,4466,33,23220,645,3007,3259
Sweden,2000,1.490161000,126,129,222,4524,33,23245,630,3028,3322
Sweden,2001,1.588436600,122,129,225,4621,42,23314,617,3070,3409
Sweden,2002,2.166350800,133,127,220,4722,35,23317,593,3143,3520
Sweden,2003,1.526669700,119,123,218,4793,33,23345,578,3144,3557
Sweden,2004,2.114522700,125,121,224,4868,28,23457,565,3134,3589
Sweden,2005,1.486421600,124,115,228,4968,31,23460,534,3122,3631
Sweden,2006,1.088237300,118,113,236,5071,26,23628,516,3160,3684
Sweden,2007,1.129349700,137,110,253,5149,34,23675,501,3169,3731
Sweden,2008,2.141326000,118,106,273,5214,22,23693,478,3156,3769
Sweden,2009,2.141975600,122,101,283,5263,31,23848,453,3130,3832
Sweden,2010,0.000000000,122,94,295,5359,23,24014,426,3105,3913
Switzerland,1990,1.233037600,115,90,316,2290,3,15439,1017,1846,2537
Switzerland,1991,0.476087300,117,93,348,2392,3,15434,989,1878,2568
Switzerland,1992,0.812938630,124,94,369,2495,3,15276,935,1903,2567
Switzerland,1993,0.824480800,136,90,383,2609,4,15149,874,1950,2577
Switzerland,1994,0.139368370,118,91,394,2744,4,15006,832,2044,2606
Switzerland,1995,0.219334160,93,82,356,2881,511,15817,761,2236,2679
Switzerland,1996,0.289602340,92,76,326,2970,416,15904,691,2308,2659
Switzerland,1997,0.170072140,104,76,302,3053,277,16075,652,2391,2659
Switzerland,1998,0.140113740,84,74,286,3128,207,16234,629,2447,2657
Switzerland,1999,1.349017400,89,73,274,3207,165,16283,604,2514,2644
Switzerland,2000,0.858077900,81,71,274,3293,149,16319,593,2595,2606
Switzerland,2001,0.747569400,90,70,266,3346,134,16404,557,2594,2533
Switzerland,2002,0.796209300,89,67,251,3414,113,16560,539,2627,2544
Switzerland,2003,1.312486200,78,64,233,3488,104,16753,524,2672,2572
Switzerland,2004,1.233926400,85,59,220,3542,89,16756,498,2638,2533
Switzerland,2005,1.376389100,76,55,220,3621,72,16844,466,2661,2554
Switzerland,2006,1.541439200,62,55,219,3705,80,16983,444,2689,2546
Switzerland,2007,1.795480400,63,54,215,3787,64,17213,429,2712,2569
Switzerland,2008,1.402696500,58,52,214,3874,53,17411,415,2726,2603
Switzerland,2009,1.011122800,65,52,206,3972,49,17728,405,2767,2672
Switzerland,2010,0.000000000,55,52,196,4087,48,17960,384,2775,2696
Syria,2010,0.000000000,453,221,121,1231,23,7625,2294,2352,2882
Taiwan,1990,0.324322520,542,1624,264,1627,8,20634,7771,8445,5150
Taiwan,1991,0.324461160,506,1519,266,1730,11,21590,7675,8580,5195
Taiwan,1992,0.314803780,498,1454,262,1850,22,22778,7686,8863,5354
Taiwan,1993,0.305220370,530,1414,267,1961,26,23890,7690,9103,5467
Taiwan,1994,0.335027130,642,1364,258,2087,39,25306,7669,9478,5718
Taiwan,1995,0.364829720,902,1320,234,2224,63,26856,7536,9861,6026
Taiwan,1996,0.374840770,955,1271,216,2354,92,28567,7327,10272,6297
Taiwan,1997,0.414387400,952,1166,205,2478,81,29345,6813,10286,6362
Taiwan,1998,0.355257720,930,1115,202,2611,98,30586,6428,10551,6601
Taiwan,1999,0.404809920,852,1037,204,2759,67,31244,5979,10572,6680
Taiwan,2000,0.454616730,826,1021,215,2937,73,32540,5800,10793,6829
Taiwan,2001,0.435426770,802,976,226,3173,66,33092,5475,10899,7006
Taiwan,2002,0.455933800,798,892,234,3491,78,32096,5207,10846,7083
Taiwan,2003,0.417105970,734,836,243,3771,73,34837,5001,10709,7054
Taiwan,2004,0.467720750,687,812,262,4099,85,37096,5001,10845,7191
Taiwan,2005,0.528411750,672,802,279,4407,118,39212,5014,10954,7312
Taiwan,2006,0.509220300,633,747,289,4668,110,40091,4782,10646,7153
Taiwan,2007,0.519788860,553,685,293,4967,114,41376,4501,10508,7189
Taiwan,2008,0.510258900,467,638,284,5232,160,42773,4318,10366,7301
Taiwan,2009,0.510794800,503,592,275,5515,175,43589,4133,10126,7291
Taiwan,2010,0.000000000,395,550,277,5831,156,44851,4023,10066,7472
Tajikistan,1992,0.000000000,1012,840,14,646,17,3727,727,1503,1829
Tajikistan,1993,0.009823683,691,919,13,670,22,3658,725,1543,1921
Tajikistan,1994,0.009825995,808,1017,15,670,28,3750,740,1669,2034
Tajikistan,1995,0.009776574,825,990,15,646,34,3545,658,1680,1849
Tajikistan,1996,0.009712365,813,963,14,633,41,3393,606,1700,1748
Tajikistan,1997,0.009705633,714,941,14,640,49,3315,564,1718,1753
Tajikistan,1998,0.009766413,596,900,14,634,57,3296,516,1758,1780
Tajikistan,1999,0.000000000,489,866,14,603,67,3284,474,1772,1713
Tajikistan,2000,0.009861308,399,838,14,564,77,3302,452,1805,1650
Tajikistan,2001,0.078504400,337,815,14,535,87,3364,437,1826,1616
Tajikistan,2002,0.039157670,293,793,15,504,97,3428,425,1839,1567
Tajikistan,2003,0.205515270,251,762,15,482,105,3490,424,1845,1546
Tajikistan,2004,0.264553100,217,755,17,466,113,3612,438,1893,1529
Tajikistan,2005,0.559869300,190,741,19,453,120,3770,458,1955,1545
Tajikistan,2006,0.413904500,174,735,19,452,126,3858,474,1974,1577
Tajikistan,2007,0.623216800,161,727,20,451,127,3974,491,2006,1593
Tajikistan,2008,1.092546200,158,720,21,456,125,4069,512,2044,1605
Tajikistan,2009,0.937281000,153,712,22,464,121,4131,530,2079,1610
Tajikistan,2010,0.000000000,163,701,22,471,120,4269,547,2144,1651
Tanzania,1990,0.000000000,1558,993,39,1180,35260,14316,3738,8352,4190
Tanzania,1991,0.000000000,1603,969,41,1233,46430,14587,3773,8462,4251
Tanzania,1992,0.000000000,1644,959,43,1291,58231,14895,3818,8584,4320
Tanzania,1993,0.009890401,1698,930,46,1353,70048,15251,3890,8734,4398
Tanzania,1994,0.009820486,1745,945,48,1412,81330,15548,3947,8852,4471
Tanzania,1995,0.000000000,1800,914,51,1469,91649,15785,3989,8923,4524
Tanzania,1996,0.000000000,1857,912,52,1534,100572,16128,4030,9152,4577
Tanzania,1997,0.000000000,1919,975,55,1599,108123,16568,4109,9397,4646
Tanzania,1998,0.000000000,1990,962,58,1669,114228,17123,4229,9603,4727
Tanzania,1999,0.000000000,2045,991,61,1732,118955,17460,4265,10353,4827
Tanzania,2000,0.000000000,2097,986,63,1802,122393,17608,4238,10963,4887
Tanzania,2001,0.009853318,2162,1032,64,1851,124346,17705,4255,11389,4935
Tanzania,2002,0.000000000,2256,1131,67,1937,125259,18179,4334,11630,5014
Tanzania,2003,0.009846543,2386,1167,71,2023,125363,18929,4499,12054,5150
Tanzania,2004,0.009844664,2483,1231,75,2106,124863,19563,4597,12399,5270
Tanzania,2005,0.009843936,2560,1227,79,2189,123268,20126,4633,12663,5374
Tanzania,2006,0.009847133,2641,1352,84,2271,117194,20796,4768,12910,5508
Tanzania,2007,0.009857011,2722,1322,92,2351,104354,21499,4879,13111,5624
Tanzania,2008,0.029638294,2765,1294,103,2433,93044,22081,4927,13164,5709
Tanzania,2009,0.019855343,2863,1392,113,2509,87009,22809,5060,13213,5829
Tanzania,2010,0.000000000,2905,1376,122,2609,80830,23445,5118,13138,5914
Tanzania,2013,0.019687070,3112,1454,144,2934,53911,26098,5447,13334,6353
Tanzania,2016,0.009751331,3328,1437,164,3227,38209,28244,5609,13795,6646
Tanzania,2017,0.038857560,3372,1371,174,3357,34451,29331,5710,14198,6771
Tanzania,2018,0.029082064,3424,1322,184,3512,29700,30436,5782,14361,6897
Thailand,2009,0.400709400,5266,5290,347,12485,16590,85440,20110,25136,21705
Thailand,1990,0.215150680,9143,6154,218,5158,1026,48818,22029,17334,20374
Thailand,1991,0.203864990,9449,5973,244,5457,2614,51655,23369,17944,21266
Thailand,1992,0.182282390,9545,5924,273,5749,5000,53990,24581,18336,21859
Thailand,1993,0.170864840,9800,5943,313,6019,8266,56249,26577,18774,22333
Thailand,1994,0.259472040,10149,6401,364,6281,12214,58767,29217,19261,22966
Thailand,1995,0.317626120,10412,6662,430,6573,16624,61430,32126,19704,23396
Thailand,1996,0.276981500,10429,6816,497,6912,20993,64560,34153,20108,23716
Thailand,1997,0.236922310,9921,6068,487,7217,25228,62976,31027,18960,22291
Thailand,1998,0.177544770,9923,6008,488,7639,28859,66270,28653,19256,23276
Thailand,1999,0.088818620,9758,6331,544,8020,31836,71663,29536,20589,24437
Thailand,2000,0.266902120,9401,6403,547,8285,34113,72636,28444,20872,23901
Thailand,2001,0.247718410,8890,6431,536,8522,35471,70081,27049,20463,22171
Thailand,2002,0.188743900,8626,6619,542,8930,35798,72423,27091,21213,22192
Thailand,2003,0.129420090,8366,6444,530,9292,34901,74255,26355,21760,22028
Thailand,2004,0.298970340,7323,5879,486,9838,33089,75922,24510,22063,22314
Thailand,2005,0.278883930,6608,5557,448,10357,29303,77591,22708,22269,22383
Thailand,2006,0.367570160,6249,5500,425,10847,23476,79434,21594,23046,22180
Thailand,2007,0.257082970,6019,5473,401,11384,19395,81637,20880,23855,22047
Thailand,2008,0.442358940,5662,5391,373,11944,17638,83758,20629,24597,21937
Thailand,2010,0.000000000,5154,5255,341,13132,16261,88792,20167,26117,21913
Timor,1991,0.000000000,28,108,1,28,46,298,111,227,246
Timor,1992,0.000000000,29,110,1,29,84,310,114,233,252
Timor,1993,0.000000000,29,106,1,29,125,320,117,239,257
Timor,1994,0.010580843,29,105,1,30,164,324,115,240,259
Timor,1995,0.052915286,29,101,1,30,197,332,114,244,261
Timor,1996,0.041815434,28,95,1,31,222,336,112,245,262
Timor,1997,0.010233035,27,88,1,32,239,336,107,243,261
Timor,1998,0.009971698,26,87,1,33,251,350,109,251,268
Timor,1999,0.048923906,26,85,1,34,260,357,110,256,275
Timor,2000,0.058335524,27,84,1,35,264,369,113,264,284
Timor,1990,0.009906083,28,107,1,28,19,294,112,225,244
Timor,2001,0.029260820,27,80,1,37,264,377,112,268,287
Timor,2002,0.069180610,25,78,1,39,262,385,109,271,292
Timor,2003,0.070473984,26,79,1,41,259,402,113,280,303
Timor,2004,0.071554440,21,72,1,43,254,406,100,277,303
Timor,2005,0.071926860,24,69,1,46,248,429,103,284,310
Timor,2006,0.112591030,23,64,1,50,244,444,97,284,312
Timor,2007,0.203263000,24,64,1,54,242,470,98,293,320
Timor,2008,0.201325880,21,58,1,57,244,488,92,296,326
Timor,2009,0.239652450,23,58,1,61,247,525,100,312,343
Timor,2010,0.130657820,24,59,1,66,252,561,103,326,364
Timor,2011,0.130001750,27,62,1,71,256,611,116,348,387
Timor,2012,0.129464880,29,66,1,75,261,652,127,364,407
Timor,2013,0.109189555,30,66,1,79,265,683,131,373,424
Timor,2015,0.019837090,32,68,1,87,264,740,143,392,460
Timor,2016,0.139363440,34,70,2,91,263,765,148,402,475
Timor,2017,0.139973200,35,69,2,95,256,786,151,414,490
Timor,2018,0.140682320,36,69,2,99,247,807,155,423,505
Timor,2019,0.131287160,37,69,2,102,238,824,159,431,516
Togo,1990,0.029319203,183,168,4,144,360,1346,835,1137,741
Togo,1991,0.019487632,224,185,4,148,592,1391,864,1167,748
Togo,1992,0.106752480,206,173,5,152,933,1435,891,1196,754
Togo,1993,0.070061855,221,184,5,155,1415,1480,925,1228,762
Togo,1994,0.071511770,235,183,5,160,2050,1532,957,1263,770
Togo,1995,0.050051723,250,192,6,166,2846,1583,982,1300,774
Togo,1996,0.098787830,265,181,6,172,3785,1637,1008,1341,777
Togo,1997,0.039228690,281,188,6,177,4824,1698,1044,1386,781
Togo,1998,0.087957660,300,178,7,182,5916,1753,1075,1432,787
Togo,1999,0.068174504,312,185,7,188,6981,1792,1082,1462,784
Togo,2000,0.068000615,324,171,7,194,7969,1851,1098,1499,799
Togo,2001,0.126123560,336,162,7,199,8828,1914,1117,1530,818
Togo,2002,0.097017010,347,182,8,206,9512,1992,1162,1569,845
Togo,2003,0.097011626,356,181,8,211,9940,2074,1192,1610,873
Togo,2004,0.077596310,359,173,8,218,10089,2127,1193,1631,890
Togo,2005,0.058197300,368,165,9,226,9928,2199,1210,1667,916
Togo,2006,0.058077260,379,160,9,233,9740,2274,1228,1699,942
Togo,2007,0.154376850,393,167,9,239,9744,2369,1256,1743,974
Togo,2008,0.134701680,413,171,10,249,9519,2493,1307,1814,1021
Togo,2009,0.172837110,437,178,11,258,8830,2618,1351,1883,1061
Togo,2010,0.000000000,454,175,11,269,7753,2728,1367,1937,1094
Trinidad and Tobago,1990,0.588555340,109,75,1,110,101,1139,187,334,201
Trinidad and Tobago,1991,0.693917750,117,75,1,117,120,1158,182,332,199
Trinidad and Tobago,1992,0.548492200,130,75,1,124,174,1194,180,342,202
Trinidad and Tobago,1993,0.403777780,134,75,1,131,187,1254,187,356,209
Trinidad and Tobago,1994,0.509066760,152,72,2,138,230,1300,180,363,213
Trinidad and Tobago,1995,0.671722900,137,67,1,145,237,1294,176,344,203
Trinidad and Tobago,1996,1.206813800,132,68,2,152,308,1339,190,357,211
Trinidad and Tobago,1997,1.138381100,119,61,2,158,317,1313,181,342,196
Trinidad and Tobago,1998,0.601618650,140,63,2,166,355,1356,197,360,205
Trinidad and Tobago,1999,1.143876000,147,59,3,174,510,1367,208,371,217
Trinidad and Tobago,2000,1.123132100,148,58,3,180,532,1339,209,361,206
Trinidad and Tobago,2001,1.263850600,182,59,4,188,522,1367,223,378,208
Trinidad and Tobago,2002,1.405261600,194,55,5,194,486,1370,225,380,207
Trinidad and Tobago,2003,1.261658300,257,55,6,201,418,1437,237,397,215
Trinidad and Tobago,2004,1.317313000,300,56,7,208,329,1465,242,407,211
Trinidad and Tobago,2005,0.786302860,384,53,7,215,319,1477,245,413,208
Trinidad and Tobago,2006,1.466775400,396,51,7,222,302,1484,243,402,203
Trinidad and Tobago,2007,0.898646100,431,52,8,230,260,1534,249,406,206
Trinidad and Tobago,2008,0.973199400,506,53,8,239,254,1621,263,428,221
Trinidad and Tobago,2009,0.708144550,493,48,8,245,244,1603,244,400,214
Trinidad and Tobago,2010,0.000000000,467,46,9,253,229,1629,229,387,219
Tunisia,1990,0.231326040,83,313,37,688,9,4064,2325,1213,1381
Tunisia,1991,0.192952290,84,305,41,746,11,4311,2396,1249,1470
Tunisia,1992,0.289655200,86,298,45,799,13,4518,2448,1271,1521
Tunisia,1993,0.231841310,88,292,50,854,16,4720,2500,1296,1576
Tunisia,1994,0.318842380,90,285,54,910,18,4834,2493,1303,1600
Tunisia,1995,0.299623220,90,275,59,972,21,5105,2540,1346,1694
Tunisia,1996,0.251355380,89,263,63,1023,24,5263,2523,1361,1729
Tunisia,1997,0.222276580,89,250,69,1073,28,5487,2523,1398,1770
Tunisia,1998,0.299424000,89,239,74,1127,32,5684,2538,1432,1812
Tunisia,1999,0.337947280,93,238,80,1181,37,5843,2556,1461,1841
Tunisia,2000,0.617984300,96,230,85,1236,42,6001,2580,1490,1874
Tunisia,2001,0.569746300,99,221,89,1293,48,6116,2595,1521,1914
Tunisia,2002,0.598837140,100,212,94,1351,53,6232,2608,1553,1953
Tunisia,2003,0.647206300,100,205,98,1408,56,6340,2629,1587,2000
Tunisia,2004,0.608868060,100,193,102,1467,63,6449,2621,1616,2035
Tunisia,2005,0.232206280,99,186,106,1526,70,6653,2622,1646,2069
Tunisia,2006,0.814074600,99,180,109,1584,77,6848,2626,1677,2102
Tunisia,2007,0.582624550,98,173,112,1643,85,7045,2608,1709,2134
Tunisia,2008,0.544827000,97,168,115,1703,93,7260,2590,1744,2173
Tunisia,2009,0.448334250,95,163,118,1762,100,7477,2586,1781,2212
Tunisia,2010,0.000000000,94,160,122,1826,110,7722,2588,1823,2258
Turkey,1990,0.248485300,2393,1623,103,6788,7,54267,8576,9049,18824
Turkey,1991,0.287849800,2398,1549,108,7104,10,55193,8516,9116,18742
Turkey,1992,0.228010390,2400,1486,113,7429,14,56008,8465,9154,18761
Turkey,1993,0.267252650,2449,1443,118,7748,18,56921,8396,9258,18910
Turkey,1994,0.227249790,2516,1417,123,8061,23,57620,8359,9431,19108
Turkey,1995,0.325640350,2545,1384,126,8331,28,58110,8280,9543,19173
Turkey,1996,0.216895650,2556,1334,128,8573,33,57872,8035,9553,18940
Turkey,1997,0.295567270,2528,1289,128,8891,38,58322,7770,9720,19230
Turkey,1998,0.275797460,2540,1303,130,9196,45,58158,7672,9776,19179
Turkey,1999,0.384188030,2586,1342,136,9465,52,57022,7759,9626,18372
Turkey,2000,0.344870950,2590,1265,136,9824,60,55136,7299,9457,17719
Turkey,2001,0.275817480,2440,1131,135,10337,68,56040,6678,9869,18871
Turkey,2002,0.394140420,2192,999,131,10840,79,57449,6123,10211,20082
Turkey,2003,0.611383200,2047,881,135,11205,91,58358,5990,10604,21201
Turkey,2004,0.591687740,1947,805,138,11487,105,59775,5914,10812,21935
Turkey,2005,0.502861140,1873,737,139,11888,121,61799,5818,10886,22479
Turkey,2006,0.315515820,1797,671,141,12580,101,64842,5742,11166,23765
Turkey,2007,0.335310940,1737,614,142,13224,76,68123,5685,11448,25156
Turkey,2008,0.266378100,1672,572,143,13871,78,72652,5720,11771,26705
Turkey,2009,0.207137080,1658,576,150,14541,89,79101,6135,11860,28215
Turkey,2010,0.000000000,1661,586,151,15007,112,83964,6525,11987,29141
Turkmenistan,1992,0.000000000,206,564,7,281,73,2466,599,1162,826
Turkmenistan,1993,0.029704584,220,575,7,286,93,2641,629,1297,872
Turkmenistan,1994,0.069372600,226,569,9,286,100,2665,571,1365,871
Turkmenistan,1995,0.099086150,234,549,10,285,124,2570,505,1384,826
Turkmenistan,1996,0.089307554,261,547,12,285,162,2576,493,1481,815
Turkmenistan,1997,0.387526270,259,542,14,285,186,2474,484,1530,756
Turkmenistan,1998,0.366950600,318,523,18,288,186,2341,472,1531,694
Turkmenistan,1999,0.375602600,311,481,26,295,198,2143,446,1507,613
Turkmenistan,2000,0.325079050,227,411,28,302,207,2107,401,1457,544
Turkmenistan,2001,0.225876470,218,394,30,309,185,2097,398,1493,497
Turkmenistan,2002,0.244734380,210,381,35,318,140,2164,428,1595,490
Turkmenistan,2003,0.478571950,197,349,39,325,142,2224,427,1684,486
Turkmenistan,2004,0.730892360,195,341,45,333,149,2358,458,1826,494
Turkmenistan,2005,0.612233900,189,326,50,342,163,2512,486,2006,508
Turkmenistan,2006,0.542814430,172,294,53,350,141,2594,483,2083,488
Turkmenistan,2007,0.319039370,190,258,52,358,140,2657,463,2141,465
Turkmenistan,2008,0.964296900,197,231,51,368,133,2682,427,2172,432
Turkmenistan,2009,1.383866900,194,195,45,380,147,2617,373,2045,377
Turkmenistan,2010,0.000000000,214,176,43,396,147,2654,345,2044,350
Turkmenistan,2017,0.028942488,215,131,59,538,109,3444,284,2709,409
Turkmenistan,2019,0.019297436,214,129,66,582,105,3636,284,2749,442
Uganda,1990,0.000000000,847,604,11,681,78042,8120,2771,5074,4164
Uganda,1991,0.029973678,927,634,13,708,83383,8580,2991,5342,4334
Uganda,1992,0.029977713,968,646,13,732,87233,8867,3100,5479,4416
Uganda,1993,0.039932260,1032,640,14,757,90146,9270,3278,5683,4532
Uganda,1994,0.049890620,1102,675,15,783,92000,9710,3455,5889,4626
Uganda,1995,0.070203650,1170,682,16,809,93253,10158,3628,6080,4691
Uganda,1996,0.050372783,1238,700,17,835,93908,10487,3822,6294,4748
Uganda,1997,0.060570630,1282,706,18,859,94410,10809,3950,6450,4749
Uganda,1998,0.070752695,1486,711,19,883,94688,11215,4130,6656,4765
Uganda,1999,0.070687860,1772,713,20,907,94661,11522,4232,6768,4734
Uganda,2000,0.070743956,1876,718,21,937,94584,12005,4382,6916,4726
Uganda,2001,0.050655550,1551,763,22,961,93581,12366,4544,7028,4710
Uganda,2002,0.060934585,1542,759,23,993,91895,12631,4578,7027,4662
Uganda,2003,0.050916840,1915,760,24,1017,91026,12900,4614,7015,4609
Uganda,2004,0.051143660,1634,793,25,1048,90543,13367,4804,7092,4639
Uganda,2005,0.051392682,1760,796,26,1081,85305,13804,4853,7098,4617
Uganda,2006,0.041303670,1783,804,27,1121,78785,14223,4868,7117,4603
Uganda,2007,0.031112928,1815,795,28,1150,75831,14526,4852,7106,4581
Uganda,2008,0.072911820,1800,742,28,1188,71698,14670,4716,7009,4533
Uganda,2009,0.094158620,1852,728,29,1231,66946,15063,4676,7037,4544
Uganda,2010,0.000000000,1859,763,30,1279,61949,15613,4745,7157,4603
Uganda,2016,0.092092020,2321,923,40,1623,27395,19739,5578,8719,5271
Uganda,2017,0.133368980,2278,812,42,1696,24154,20056,5429,8821,5258
Uganda,2018,0.020584650,2365,790,44,1780,21442,20975,5536,9026,5392
Uganda,2019,0.020614920,2378,751,46,1854,20762,21648,5563,9155,5480
Ukraine,1992,0.059841090,6367,7289,1483,10563,1831,124692,12929,19147,35844
Ukraine,1993,0.059741102,7022,7568,1586,10736,2190,126513,12678,20097,36708
Ukraine,1994,0.219583930,8318,8334,1685,10791,2557,128117,12673,21094,37179
Ukraine,1995,0.290486900,9475,9238,1842,10777,3232,132842,12897,22981,38011
Ukraine,1996,0.341376330,9174,8899,1788,10704,3753,127334,11665,22663,36111
